CONTEST_ID	CONTEST_ORDER	CANDIDATE_ORDER	TOTAL	CANDIDATE_PARTY_ID	CANDIDATE_ID	VOTE_FOR	CONTEST_TYPE	CANDIDATE_TYPE	TOTAL_PRECINCTS	PROCESSED_DONE	PROCESSED_STARTED	IS_WRITEIN_CANDIDATE	CONTEST_FULL_NAME	CANDIDATE_FULL_NAME	CONTEST_TOTAL	undervote	overvote	IS_WINNER	cf_cand_class	IS_PRECINCT_LEVEL	PRECINCT_NAME
67	61	1	690088	1	501	1	0	0	724	724	724	0	County Recorder	REP - PURCELL, HELEN	1397430	192885	15688	0	candidate	0	
67	61	2	704916	2	502	1	0	0	724	724	724	0	County Recorder	DEM - FONTES, ADRIAN	1397430	192885	15688	1	winner	0	
67	61	3	2426	0	81	1	0	3	724	724	724	1	County Recorder	Write-In Candidate	1397430	192885	15688	0	candidate	0	
68	62	1	691105	1	503	1	0	0	724	724	724	0	County Sch Superintendent	REP - WATSON, STEVE	1347459	241118	17426	1	winner	0	
68	62	2	654303	2	504	1	0	0	724	724	724	0	County Sch Superintendent	DEM - ROBERTSON, MICHELLE	1347459	241118	17426	0	candidate	0	
68	62	3	2051	0	82	1	0	3	724	724	724	1	County Sch Superintendent	Write-In Candidate	1347459	241118	17426	0	candidate	0	
69	63	1	665581	1	505	1	0	0	724	724	724	0	Sheriff	REP - ARPAIO, JOE	1530887	56637	18479	0	candidate	0	
69	63	2	861757	2	506	1	0	0	724	724	724	0	Sheriff	DEM - PENZONE, PAUL	1530887	56637	18479	1	winner	0	
69	63	3	3549	0	83	1	0	3	724	724	724	1	Sheriff	Write-In Candidate	1530887	56637	18479	0	candidate	0	
70	64	1	719140	1	507	1	0	0	724	724	724	0	County Treasurer	REP - FLORA, ROYCE T.	1337494	252343	16166	1	winner	0	
70	64	2	616010	2	508	1	0	0	724	724	724	0	County Treasurer	DEM - DOWNS, JOE	1337494	252343	16166	0	candidate	0	
70	64	3	2344	0	84	1	0	3	724	724	724	1	County Treasurer	Write-In Candidate	1337494	252343	16166	0	candidate	0	
71	65	1	31180	1	509	1	0	0	30	30	30	0	JP - ARCADIA BILTMORE	REP - DRIGGS, LEONORE	31895	24019	137	1	winner	0	
71	65	2	715	0	85	1	0	3	30	30	30	1	JP - ARCADIA BILTMORE	Write-In Candidate	31895	24019	137	0	candidate	0	
72	66	1	34432	2	510	1	0	0	30	30	30	0	Constable-ARCADIA BILTMORE	DEM - LANE, CAROLYN	35109	20889	53	1	winner	0	
72	66	2	677	0	86	1	0	3	30	30	30	1	Constable-ARCADIA BILTMORE	Write-In Candidate	35109	20889	53	0	candidate	0	
89	67	1	29769	2	529	1	0	0	27	27	27	0	JP - COUNTRY MEADOWS	DEM - HUBERMAN, ANNA	30363	12412	233	1	winner	0	
89	67	2	594	0	103	1	0	3	27	27	27	1	JP - COUNTRY MEADOWS	Write-In Candidate	30363	12412	233	0	candidate	0	
90	68	1	28696	2	530	1	0	0	27	27	27	0	Constable-COUNTRY MEADOWS	DEM - SUMNER, KENNETH	29213	13682	113	1	winner	0	
90	68	2	517	0	104	1	0	3	27	27	27	1	Constable-COUNTRY MEADOWS	Write-In Candidate	29213	13682	113	0	candidate	0	
87	69	1	46464	1	526	1	0	0	36	36	36	0	JP - DESERT RIDGE	REP - RIGGS, CATHY	71893	16306	416	1	winner	0	
87	69	2	25283	6	527	1	0	0	36	36	36	0	JP - DESERT RIDGE	IND - EVANS, KEITH J.	71893	16306	416	0	candidate	0	
87	69	3	146	0	101	1	0	3	36	36	36	1	JP - DESERT RIDGE	Write-In Candidate	71893	16306	416	0	candidate	0	
88	70	1	55656	1	528	1	0	0	36	36	36	0	Constable-DESERT RIDGE	REP - RICH, JAMES	56315	31843	457	1	winner	0	
88	70	2	659	0	102	1	0	3	36	36	36	1	Constable-DESERT RIDGE	Write-In Candidate	56315	31843	457	0	candidate	0	
78	71	1	41837	1	516	1	0	0	37	37	37	0	JP - DREAMY DRAW	REP - CONTI, FRANK J.	42598	26183	217	1	winner	0	
78	71	2	761	0	92	1	0	3	37	37	37	1	JP - DREAMY DRAW	Write-In Candidate	42598	26183	217	0	candidate	0	
79	72	1	40528	1	517	1	0	0	37	37	37	0	Constable-DREAMY DRAW	REP - MIDDLETON, DOUG	41222	27733	43	1	winner	0	
79	72	2	694	0	93	1	0	3	37	37	37	1	Constable-DREAMY DRAW	Write-In Candidate	41222	27733	43	0	candidate	0	
83	73	1	54743	1	521	1	0	0	36	36	36	0	JP - HIGHLAND	REP - URIE, STEVE	80354	23553	510	1	winner	0	
83	73	2	25356	3	522	1	0	0	36	36	36	0	JP - HIGHLAND	LBT - KELLY, GREGORY	80354	23553	510	0	candidate	0	
83	73	3	255	0	97	1	0	3	36	36	36	1	JP - HIGHLAND	Write-In Candidate	80354	23553	510	0	candidate	0	
84	74	1	63522	1	523	1	0	0	36	36	36	0	Constable-HIGHLAND	REP - FREESTONE, PHIL	64394	39566	457	1	winner	0	
84	74	2	872	0	98	1	0	3	36	36	36	1	Constable-HIGHLAND	Write-In Candidate	64394	39566	457	0	candidate	0	
73	75	1	15569	2	511	1	0	0	14	14	14	0	JP - MARYVALE	DEM - GASTELUM, ANDY	15804	4177	154	1	winner	0	
73	75	2	235	0	87	1	0	3	14	14	14	1	JP - MARYVALE	Write-In Candidate	15804	4177	154	0	candidate	0	
74	76	1	15215	2	512	1	0	0	14	14	14	0	Constable-MARYVALE	DEM - CAÑEZ, FRANK L.	15412	4621	102	1	winner	0	
74	76	2	197	0	88	1	0	3	14	14	14	1	Constable-MARYVALE	Write-In Candidate	15412	4621	102	0	candidate	0	
82	77	1	86389	1	520	1	0	0	62	62	62	0	Constable-MCDOWELL MOUNTAIN	REP - LESTER, DAVID MARK	87491	60319	720	1	winner	0	
82	77	2	1102	0	96	1	0	3	62	62	62	1	Constable-MCDOWELL MOUNTAIN	Write-In Candidate	87491	60319	720	0	candidate	0	
80	78	1	25293	1	518	1	0	0	21	21	21	0	JP - MOON VALLEY	REP - HETTINGER, ANDREW K.	25762	14666	139	1	winner	0	
80	78	2	469	0	94	1	0	3	21	21	21	1	JP - MOON VALLEY	Write-In Candidate	25762	14666	139	0	candidate	0	
81	79	1	24592	1	519	1	0	0	21	21	21	0	Constable-MOON VALLEY	REP - COPLAN, J. RICHARD	25050	15471	46	1	winner	0	
81	79	2	458	0	95	1	0	3	21	21	21	1	Constable-MOON VALLEY	Write-In Candidate	25050	15471	46	0	candidate	0	
75	80	1	29429	1	513	1	0	0	28	28	28	0	JP - NORTH MESA	REP - ASH, CECIL	29968	14531	156	1	winner	0	
75	80	2	539	0	89	1	0	3	28	28	28	1	JP - NORTH MESA	Write-In Candidate	29968	14531	156	0	candidate	0	
76	81	1	28272	1	514	1	0	0	28	28	28	0	Constable-NORTH MESA	REP - MALLES, ED	28779	15812	64	1	winner	0	
76	81	2	507	0	90	1	0	3	28	28	28	1	Constable-NORTH MESA	Write-In Candidate	28779	15812	64	0	candidate	0	
77	82	1	56761	1	515	1	0	0	41	41	41	0	Constable-NORTH VALLEY	REP - MCCLEVE, BRENT	57598	33127	446	1	winner	0	
77	82	2	837	0	91	1	0	3	41	41	41	1	Constable-NORTH VALLEY	Write-In Candidate	57598	33127	446	0	candidate	0	
85	83	1	67032	1	524	1	0	0	26	26	26	0	JP - SAN TAN	REP - GOODMAN, SAM	67764	29115	292	1	winner	0	
85	83	2	732	0	99	1	0	3	26	26	26	1	JP - SAN TAN	Write-In Candidate	67764	29115	292	0	candidate	0	
86	84	1	64848	1	525	1	0	0	26	26	26	0	Constable-SAN TAN	REP - ALLEN, STEVE	65490	31609	72	1	winner	0	
86	84	2	642	0	100	1	0	3	26	26	26	1	Constable-SAN TAN	Write-In Candidate	65490	31609	72	0	candidate	0	
91	85	1	455513	0	531	5	0	0	724	724	724	0	CAWCD Board of Directors (vote for 5)	 - ARBOLEDA, ALEXANDRA	3365532	4556748	107735	1	winner	0	
91	85	2	447660	0	532	5	0	0	724	724	724	0	CAWCD Board of Directors (vote for 5)	 - BROWN, JEN	3365532	4556748	107735	1	winner	0	
91	85	3	306264	0	533	5	0	0	724	724	724	0	CAWCD Board of Directors (vote for 5)	 - FAIRBANKS, FRANK	3365532	4556748	107735	0	candidate	0	
91	85	4	325907	0	534	5	0	0	724	724	724	0	CAWCD Board of Directors (vote for 5)	 - FRANCIS, MIKE	3365532	4556748	107735	0	candidate	0	
91	85	5	311471	0	535	5	0	0	724	724	724	0	CAWCD Board of Directors (vote for 5)	 - GALVIN, THOMAS	3365532	4556748	107735	0	candidate	0	
91	85	6	358859	0	536	5	0	0	724	724	724	0	CAWCD Board of Directors (vote for 5)	 - GRAFF, BEN	3365532	4556748	107735	1	winner	0	
91	85	7	218811	0	537	5	0	0	724	724	724	0	CAWCD Board of Directors (vote for 5)	 - HEUMANN, RICK	3365532	4556748	107735	0	candidate	0	
91	85	8	367757	0	538	5	0	0	724	724	724	0	CAWCD Board of Directors (vote for 5)	 - HOLWAY, JIM	3365532	4556748	107735	1	winner	0	
91	85	9	355389	0	539	5	0	0	724	724	724	0	CAWCD Board of Directors (vote for 5)	 - LEWIS, MARK	3365532	4556748	107735	1	winner	0	
91	85	10	198824	0	540	5	0	0	724	724	724	0	CAWCD Board of Directors (vote for 5)	 - VAN POUCKE, RORY	3365532	4556748	107735	0	candidate	0	
91	85	11	19077	0	105	5	0	3	724	724	724	1	CAWCD Board of Directors (vote for 5)	Write-In Candidate	3365532	4556748	107735	0	candidate	0	
94	86	1	15695	0	115	1	4	4	15	15	15	0	Sun City Fire District Question	 - BOND APPROVAL, YES	24910	2018	50	1	winner	0	
94	86	2	9215	0	116	1	4	4	15	15	15	0	Sun City Fire District Question	 - BOND APPROVAL, NO	24910	2018	50	0	candidate	0	
95	87	1	4763	0	545	3	0	0	5	5	5	0	Fire Board - Sun Lakes Fire District (vote 3)	 - CRAWFORD, JOHN E.	17768	14533	393	1	winner	0	
95	87	2	4719	0	546	3	0	0	5	5	5	0	Fire Board - Sun Lakes Fire District (vote 3)	 - KAISER, JAMES J.	17768	14533	393	1	winner	0	
95	87	3	4399	0	547	3	0	0	5	5	5	0	Fire Board - Sun Lakes Fire District (vote 3)	 - KOHLER, FORREST W.	17768	14533	393	1	winner	0	
95	87	4	3831	0	548	3	0	0	5	5	5	0	Fire Board - Sun Lakes Fire District (vote 3)	 - ROULEAU, BOB	17768	14533	393	0	candidate	0	
95	87	5	56	0	117	3	0	3	5	5	5	1	Fire Board - Sun Lakes Fire District (vote 3)	Write-In Candidate	17768	14533	393	0	candidate	0	
96	88	1	4758	0	120	1	4	4	5	5	5	0	Sun Lakes Fire District Question	 - BUDGET OVERRIDE, YES	9860	1034	4	0	candidate	0	
96	88	2	5102	0	121	1	4	4	5	5	5	0	Sun Lakes Fire District Question	 - BUDGET OVERRIDE, NO	9860	1034	4	1	winner	0	
92	89	1	24	0	541	3	0	0	1	1	1	0	Fire Board - Superstition Fire & Med Dist(vote 3)	 - CROSS, JEFF	87	45	0	1	winner	0	
92	89	2	23	0	542	3	0	0	1	1	1	0	Fire Board - Superstition Fire & Med Dist(vote 3)	 - KELL, BILL	87	45	0	1	winner	0	
92	89	3	17	0	543	3	0	0	1	1	1	0	Fire Board - Superstition Fire & Med Dist(vote 3)	 - MOELLER, JASON	87	45	0	0	candidate	0	
92	89	4	23	0	544	3	0	0	1	1	1	0	Fire Board - Superstition Fire & Med Dist(vote 3)	 - STRAND, LARRY	87	45	0	1	winner	0	
92	89	5	0	0	110	3	0	3	1	1	1	1	Fire Board - Superstition Fire & Med Dist(vote 3)	Write-In Candidate	0	45	0		candidate	0	
93	90	1	16	0	113	1	4	4	1	1	1	0	Superstition Fire & Med Dist Question	 - BUDGET OVERRIDE, YES	40	4	0	0	candidate	0	
93	90	2	24	0	114	1	4	4	1	1	1	0	Superstition Fire & Med Dist Question	 - BUDGET OVERRIDE, NO	40	4	0	1	winner	0	
98	91	1	341	0	553	2	0	0	4	4	4	0	Fire Board - Tonopah Valley Fire District(vote 2)	 - CURRY, ROBERT	1870	702	28	0	candidate	0	
98	91	2	653	0	554	2	0	0	4	4	4	0	Fire Board - Tonopah Valley Fire District(vote 2)	 - DIAZ, JOHN	1870	702	28	1	winner	0	
98	91	3	563	0	555	2	0	0	4	4	4	0	Fire Board - Tonopah Valley Fire District(vote 2)	 - INCE, ROBERT M.	1870	702	28	1	winner	0	
98	91	4	306	0	556	2	0	0	4	4	4	0	Fire Board - Tonopah Valley Fire District(vote 2)	 - WAGEMAN, MARK E.	1870	702	28	0	candidate	0	
98	91	5	7	0	125	2	0	3	4	4	4	1	Fire Board - Tonopah Valley Fire District(vote 2)	Write-In Candidate	1870	702	28	0	candidate	0	
99	92	1	588	0	127	1	4	4	4	4	4	0	Tonopah Valley Fire District Question	 - BUDGET OVERRIDE, YES	1175	116	9	1	winner	0	
99	92	2	587	0	128	1	4	4	4	4	4	0	Tonopah Valley Fire District Question	 - BUDGET OVERRIDE, NO	1175	116	9	0	candidate	0	
97	93	1	670	0	549	3	0	0	4	4	4	0	Fire Board - Wittmann Volunteer Fire Dist(vote 3)	 - AHLBORN, CERI	3846	3075	102	0	candidate	0	
97	93	2	1075	0	550	3	0	0	4	4	4	0	Fire Board - Wittmann Volunteer Fire Dist(vote 3)	 - NIELSEN, VINCENT E.	3846	3075	102	1	winner	0	
97	93	3	991	0	551	3	0	0	4	4	4	0	Fire Board - Wittmann Volunteer Fire Dist(vote 3)	 - RIOS, EDDIE M.	3846	3075	102	1	winner	0	
97	93	4	1090	0	552	3	0	0	4	4	4	0	Fire Board - Wittmann Volunteer Fire Dist(vote 3)	 - YOST, DENNIS	3846	3075	102	1	winner	0	
97	93	5	20	0	122	3	0	3	4	4	4	1	Fire Board - Wittmann Volunteer Fire Dist(vote 3)	Write-In Candidate	3846	3075	102	0	candidate	0	
100	94	1	31987	0	557	1	0	0	133	133	133	0	MC Special Healthcare District - Dist 1	 - GOLESTAN, SAMAN JOHN	193385	161590	3861	0	candidate	0	
100	94	2	68934	0	558	1	0	0	133	133	133	0	MC Special Healthcare District - Dist 1	 - GRANILLO, JANA LYNN	193385	161590	3861	0	candidate	0	
100	94	3	91623	0	559	1	0	0	133	133	133	0	MC Special Healthcare District - Dist 1	 - HARDEN, MARY A.	193385	161590	3861	1	winner	0	
100	94	4	841	0	129	1	0	3	133	133	133	1	MC Special Healthcare District - Dist 1	Write-In Candidate	193385	161590	3861	0	candidate	0	
101	95	1	47109	0	560	1	0	0	123	123	123	0	MC Special Healthcare District - Dist 5	 - MCMAHON, TERENCE M.	142588	47550	1823	0	candidate	0	
101	95	2	94903	0	561	1	0	0	123	123	123	0	MC Special Healthcare District - Dist 5	 - WILCOX, MARY ROSE	142588	47550	1823	1	winner	0	
101	95	3	576	0	130	1	0	3	123	123	123	1	MC Special Healthcare District - Dist 5	Write-In Candidate	142588	47550	1823	0	candidate	0	
102	96	1	284077	0	562	1	0	0	724	724	724	0	MC Community College Dist - At-Large	 - HEEP, JOHN B.	921813	672541	11649	0	candidate	0	
102	96	2	631285	0	563	1	0	0	724	724	724	0	MC Community College Dist - At-Large	 - THOR, LINDA M.	921813	672541	11649	1	winner	0	
102	96	3	6451	0	131	1	0	3	724	724	724	1	MC Community College Dist - At-Large	Write-In Candidate	921813	672541	11649	0	candidate	0	
103	97	1	74257	0	564	1	0	0	133	133	133	0	MC Community College Dist - District 1	 - HENDRIX, LAURIN	206592	149525	2719	1	winner	0	
103	97	2	69973	0	565	1	0	0	133	133	133	0	MC Community College Dist - District 1	 - KAVANAUGH, DENNIS P.	206592	149525	2719	0	candidate	0	
103	97	3	61535	0	566	1	0	0	133	133	133	0	MC Community College Dist - District 1	 - SANCHEZ, MOSES	206592	149525	2719	0	candidate	0	
103	97	4	827	0	132	1	0	3	133	133	133	1	MC Community College Dist - District 1	Write-In Candidate	206592	149525	2719	0	candidate	0	
104	98	1	12882	0	567	1	0	0	34	34	34	0	EVIT - District 6	 - HOGLE, MONTY C.	32844	28629	131	0	candidate	0	
104	98	2	19742	0	568	1	0	0	34	34	34	0	EVIT - District 6	 - LANE, DAVID	32844	28629	131	1	winner	0	
104	98	3	220	0	133	1	0	3	34	34	34	1	EVIT - District 6	Write-In Candidate	32844	28629	131	0	candidate	0	
105	99	1	275105	0	134	1	4	4	322	322	322	0	WEST-MEC #402 Question	 - BOND APPROVAL, YES	539607	118794	2120	1	winner	0	
105	99	2	264502	0	135	1	4	4	322	322	322	0	WEST-MEC #402 Question	 - BOND APPROVAL, NO	539607	118794	2120	0	candidate	0	
106	100	1	8204	0	569	3	0	0	24	24	24	0	BUCKEYE UNION #201 GOV BRD-4YR (vote for 3)	 - JONES, CRAIG A.	34437	40296	144	1	winner	0	
106	100	2	7038	0	570	3	0	0	24	24	24	0	BUCKEYE UNION #201 GOV BRD-4YR (vote for 3)	 - KAMARATA, DALE E.	34437	40296	144	0	candidate	0	
106	100	3	8864	0	571	3	0	0	24	24	24	0	BUCKEYE UNION #201 GOV BRD-4YR (vote for 3)	 - STEWART, MICHAEL D.	34437	40296	144	1	winner	0	
106	100	4	10046	0	572	3	0	0	24	24	24	0	BUCKEYE UNION #201 GOV BRD-4YR (vote for 3)	 - WARNER, STEVE	34437	40296	144	1	winner	0	
106	100	5	285	0	136	3	0	3	24	24	24	1	BUCKEYE UNION #201 GOV BRD-4YR (vote for 3)	Write-In Candidate	34437	40296	144	0	candidate	0	
107	101	1	12501	0	736	1	4	4	24	24	24	0	BUCKEYE UNION #201 QUESTION	 - YES	21504	3430	25	1	winner	0	
107	101	2	9003	0	737	1	4	4	24	24	24	0	BUCKEYE UNION #201 QUESTION	 - NO	21504	3430	25	0	candidate	0	
108	102	1	22657	0	573	3	0	0	62	62	62	0	TEMPE UNION #213 GOV BRD-4YR (vote for 3)	 - BARRAZA, ANDRES ADAN	180117	202626	657	0	candidate	0	
108	102	2	24527	0	574	3	0	0	62	62	62	0	TEMPE UNION #213 GOV BRD-4YR (vote for 3)	 - FLETCHER, DON C.	180117	202626	657	0	candidate	0	
108	102	3	42128	0	575	3	0	0	62	62	62	0	TEMPE UNION #213 GOV BRD-4YR (vote for 3)	 - HELM, MICHELLE	180117	202626	657	1	winner	0	
108	102	4	28188	0	576	3	0	0	62	62	62	0	TEMPE UNION #213 GOV BRD-4YR (vote for 3)	 - HODGE, BERDETTA B.	180117	202626	657	1	winner	0	
108	102	5	34604	0	577	3	0	0	62	62	62	0	TEMPE UNION #213 GOV BRD-4YR (vote for 3)	 - LOWE, SANDY K.	180117	202626	657	1	winner	0	
108	102	6	27367	0	578	3	0	0	62	62	62	0	TEMPE UNION #213 GOV BRD-4YR (vote for 3)	 - RYAN, SCOTT	180117	202626	657	0	candidate	0	
108	102	7	646	0	141	3	0	3	62	62	62	1	TEMPE UNION #213 GOV BRD-4YR (vote for 3)	Write-In Candidate	180117	202626	657	0	candidate	0	
109	103	1	64072	0	738	1	4	4	62	62	62	0	TEMPE UNION #213 QUESTION	 - YES	96530	31136	134	1	winner	0	
109	103	2	32458	0	739	1	4	4	62	62	62	0	TEMPE UNION #213 QUESTION	 - NO	96530	31136	134	0	candidate	0	
110	104	1	22640	0	146	1	4	4	28	28	28	0	TOLLESON UNION #214 QUESTION	 - BUDGET INCREASE, YES	38853	8745	45	1	winner	0	
110	104	2	16213	0	147	1	4	4	28	28	28	0	TOLLESON UNION #214 QUESTION	 - BUDGET INCREASE, NO	38853	8745	45	0	candidate	0	
111	105	1	4966	0	579	3	0	0	15	15	15	0	PHOENIX ESD #1 GOV BRD - 4 YR (vote for 3)	 - ALMY, LYNNE M.	24702	26820	153	1	winner	0	
111	105	2	5953	0	580	3	0	0	15	15	15	0	PHOENIX ESD #1 GOV BRD - 4 YR (vote for 3)	 - BENJAMIN, SUSAN	24702	26820	153	1	winner	0	
111	105	3	4169	0	581	3	0	0	15	15	15	0	PHOENIX ESD #1 GOV BRD - 4 YR (vote for 3)	 - JANNASCH-PENNELL, ANGEL KAY	24702	26820	153	0	candidate	0	
111	105	4	3726	0	582	3	0	0	15	15	15	0	PHOENIX ESD #1 GOV BRD - 4 YR (vote for 3)	 - RESSEL, RICHIE	24702	26820	153	0	candidate	0	
111	105	5	5773	0	583	3	0	0	15	15	15	0	PHOENIX ESD #1 GOV BRD - 4 YR (vote for 3)	 - STARK, LOUISA	24702	26820	153	1	winner	0	
111	105	6	115	0	148	3	0	3	15	15	15	1	PHOENIX ESD #1 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	24702	26820	153	0	candidate	0	
112	106	1	13861	0	584	3	0	0	30	30	30	0	TEMPE ESD #3 GOV BRD - 4 YR (vote for 3)	 - DEVINE, TERESA L.	67500	79668	237	1	winner	0	
112	106	2	11617	0	585	3	0	0	30	30	30	0	TEMPE ESD #3 GOV BRD - 4 YR (vote for 3)	 - ROGERS, EVAN D.	67500	79668	237	0	candidate	0	
112	106	3	11638	0	586	3	0	0	30	30	30	0	TEMPE ESD #3 GOV BRD - 4 YR (vote for 3)	 - SHRIVASTAVA, VEEKAS	67500	79668	237	0	candidate	0	
112	106	4	16394	0	587	3	0	0	30	30	30	0	TEMPE ESD #3 GOV BRD - 4 YR (vote for 3)	 - TREJO, MONICA	67500	79668	237	1	winner	0	
112	106	5	13688	0	588	3	0	0	30	30	30	0	TEMPE ESD #3 GOV BRD - 4 YR (vote for 3)	 - WELLS, ROCHELLE L.	67500	79668	237	1	winner	0	
112	106	6	302	0	151	3	0	3	30	30	30	1	TEMPE ESD #3 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	67500	79668	237	0	candidate	0	
113	107	1	25439	0	154	1	4	4	30	30	30	0	TEMPE ESD #3 QUESTION	 - BOND APPROVAL, YES	39626	9469	40	1	winner	0	
113	107	2	14187	0	155	1	4	4	30	30	30	0	TEMPE ESD #3 QUESTION	 - BOND APPROVAL, NO	39626	9469	40	0	candidate	0	
114	108	1	43987	0	589	3	0	0	82	82	82	0	MESA USD #4 GOV BRD - 4 YR (vote for 3)	 - HINK, DAN	258601	269798	11625	0	candidate	0	
114	108	2	63990	0	590	3	0	0	82	82	82	0	MESA USD #4 GOV BRD - 4 YR (vote for 3)	 - MINER, ELAINE	258601	269798	11625	1	winner	0	
114	108	3	44438	0	591	3	0	0	82	82	82	0	MESA USD #4 GOV BRD - 4 YR (vote for 3)	 - NICHOLS, MICHAEL  S.	258601	269798	11625	0	candidate	0	
114	108	4	51865	0	592	3	0	0	82	82	82	0	MESA USD #4 GOV BRD - 4 YR (vote for 3)	 - PETERSON, STEVEN J.	258601	269798	11625	1	winner	0	
114	108	5	53179	0	593	3	0	0	82	82	82	0	MESA USD #4 GOV BRD - 4 YR (vote for 3)	 - SEARS, KIANA MARIA	258601	269798	11625	1	winner	0	
114	108	6	1142	0	156	3	0	3	82	82	82	1	MESA USD #4 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	258601	269798	11625	0	candidate	0	
115	109	1	3192	0	594	3	0	0	7	7	7	0	ISAAC ESD #5 GOV BRD - 4 YR (vote for 3)	 - GUZMAN, MARIA	10681	9401	201	1	winner	0	
115	109	2	2352	0	595	3	0	0	7	7	7	0	ISAAC ESD #5 GOV BRD - 4 YR (vote for 3)	 - RIVERA, CATHERINE L.	10681	9401	201	1	winner	0	
115	109	3	2758	0	596	3	0	0	7	7	7	0	ISAAC ESD #5 GOV BRD - 4 YR (vote for 3)	 - SANTA CRUZ, RUDY R.	10681	9401	201	1	winner	0	
115	109	4	2307	0	597	3	0	0	7	7	7	0	ISAAC ESD #5 GOV BRD - 4 YR (vote for 3)	 - SHAPIRO, EVELYN L.	10681	9401	201	0	candidate	0	
115	109	5	72	0	159	3	0	3	7	7	7	1	ISAAC ESD #5 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	10681	9401	201	0	candidate	0	
116	110	1	36954	0	162	1	4	4	48	48	48	0	WASHINGTON ESD #6 QUESTION	 - BOND APPROVAL, YES	63701	15414	44	1	winner	0	
116	110	2	26747	0	163	1	4	4	48	48	48	0	WASHINGTON ESD #6 QUESTION	 - BOND APPROVAL, NO	63701	15414	44	0	candidate	0	
117	111	1	4994	0	598	3	0	0	10	10	10	0	OSBORN ESD #8 GOV BRD - 4 YR (vote for 3)	 - AGUILAR, YLENIA	21725	23125	558	1	winner	0	
117	111	2	3523	0	599	3	0	0	10	10	10	0	OSBORN ESD #8 GOV BRD - 4 YR (vote for 3)	 - FLAMAND, JUAN CARLOS	21725	23125	558	0	candidate	0	
117	111	3	4514	0	600	3	0	0	10	10	10	0	OSBORN ESD #8 GOV BRD - 4 YR (vote for 3)	 - RADTKE, MAXINE	21725	23125	558	1	winner	0	
117	111	4	3555	0	601	3	0	0	10	10	10	0	OSBORN ESD #8 GOV BRD - 4 YR (vote for 3)	 - RICHARD, SAMUEL	21725	23125	558	1	winner	0	
117	111	5	2430	0	602	3	0	0	10	10	10	0	OSBORN ESD #8 GOV BRD - 4 YR (vote for 3)	 - SEIFTER, PATRICK	21725	23125	558	0	candidate	0	
117	111	6	2595	0	603	3	0	0	10	10	10	0	OSBORN ESD #8 GOV BRD - 4 YR (vote for 3)	 - WILLIAMS, MARK	21725	23125	558	0	candidate	0	
117	111	7	114	0	164	3	0	3	10	10	10	1	OSBORN ESD #8 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	21725	23125	558	0	candidate	0	
118	112	1	2946	0	167	1	4	4	4	4	4	0	WICKENBURG USD #9 QUESTION	 - BOND APPROVAL, YES	5419	1205	2	1	winner	0	
118	112	2	2473	0	168	1	4	4	4	4	4	0	WICKENBURG USD #9 QUESTION	 - BOND APPROVAL, NO	5419	1205	2	0	candidate	0	
119	113	1	20022	0	604	3	0	0	54	54	54	0	PEORIA USD #11 GOV BRD - 4 YR (vote for 3)	 - CARON, JESSE S.	156790	137645	780	0	candidate	0	
119	113	2	31062	0	605	3	0	0	54	54	54	0	PEORIA USD #11 GOV BRD - 4 YR (vote for 3)	 - DOANE, JUDY M.	156790	137645	780	1	winner	0	
119	113	3	20149	0	606	3	0	0	54	54	54	0	PEORIA USD #11 GOV BRD - 4 YR (vote for 3)	 - JONAGAN, DAVID	156790	137645	780	0	candidate	0	
119	113	4	31650	0	607	3	0	0	54	54	54	0	PEORIA USD #11 GOV BRD - 4 YR (vote for 3)	 - MARTINEZ, MONICA CEJA	156790	137645	780	1	winner	0	
119	113	5	24181	0	608	3	0	0	54	54	54	0	PEORIA USD #11 GOV BRD - 4 YR (vote for 3)	 - MCCONNELL, RUSSELL	156790	137645	780	0	candidate	0	
119	113	6	29277	0	609	3	0	0	54	54	54	0	PEORIA USD #11 GOV BRD - 4 YR (vote for 3)	 - SANDOVAL, DAVID M.	156790	137645	780	1	winner	0	
119	113	7	449	0	169	3	0	3	54	54	54	1	PEORIA USD #11 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	156790	137645	780	0	candidate	0	
120	114	1	36107	0	172	1	4	4	54	54	54	0	PEORIA USD #11 QUESTION	 - BOND APPROVAL, YES	84413	13927	65	0	candidate	0	
120	114	2	48306	0	173	1	4	4	54	54	54	0	PEORIA USD #11 QUESTION	 - BOND APPROVAL, NO	84413	13927	65	1	winner	0	
121	115	1	2871	0	610	3	0	0	17	17	17	0	CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3)	 - CASPERSON, ALYS	24672	31890	192	0	candidate	0	
121	115	2	5849	0	611	3	0	0	17	17	17	0	CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3)	 - CASTEEN, JEANNE M.	24672	31890	192	1	winner	0	
121	115	3	4521	0	612	3	0	0	17	17	17	0	CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3)	 - HATTRICK, JOSEPH J.	24672	31890	192	0	candidate	0	
